fixed acidity,volatile acidity,citric acid,residual sugar,free sulfur dioxide,sulphates,total sulfur dioxide,density（负相关）,pH（正相关）,chlorides（负相关）,alcohol（正相关）,quality
6.4,0.27,0.19,2,21,0.63,191,0.99516,3.49,0.084,9.6,4
6.4,0.27,0.19,1.9,21,0.64,196,0.99516,3.49,0.085,9.5,4
7,0.23,0.42,5.1,37,0.59,144,0.99518,3.5,0.042,10.2,6
6.9,0.15,0.28,4.4,14,0.46,107,0.99347,3.24,0.029,10.4,8
6.7,0.26,0.29,5.8,26,0.53,74,0.9929,3.28,0.025,11,6
6.9,0.15,0.28,4.4,14,0.46,107,0.99347,3.24,0.029,10.4,8
7.6,0.2,0.68,12.9,56,0.41,160,0.99841,3.05,0.042,8.7,5
6.9,0.3,0.29,1.3,24,0.54,189,0.99362,3.29,0.053,9.9,4
6.9,0.3,0.3,1.3,24,0.54,186,0.99361,3.29,0.053,9.9,4
7.6,0.21,0.35,1.2,7,0.45,106,0.9914,3.06,0.041,11.3,4
6.8,0.46,0.26,2.7,28,0.51,83,0.99114,3.38,0.042,12,8
7,0.28,0.26,1.7,34,0.5,130,0.9925,3.43,0.042,10.7,8
6.5,0.24,0.29,8.2,32,0.7,156,0.99453,3.13,0.043,10.1,6
6.4,0.17,0.34,1.5,42,0.49,135,0.9938,3.25,0.091,9.6,7
6.4,0.17,0.34,1.5,43,0.49,136,0.9938,3.25,0.093,9.6,6
6.3,0.695,0.55,12.9,58,0.49,252,0.99806,3.29,0.056,8.7,5
7,0.27,0.29,3.9,28,0.59,199,0.9961,3.54,0.059,10.3,5
8.4,0.3,0.25,17.75,25,0.66,218,1.00016,2.98,0.047,9.1,5
6.5,0.19,0.27,4.9,13,0.41,101,0.9916,3.17,0.037,11.8,6
8,0.36,0.39,1.6,26,0.49,93,0.99116,3.15,0.024,11.9,6
6.1,0.16,0.24,1.4,17,0.57,77,0.99319,3.66,0.046,10.3,6
9.2,0.19,0.42,2,16,0.66,104,0.99517,3.09,0.047,10,4
9.2,0.16,0.49,2,18,0.53,107,0.99514,3.1,0.044,10.2,4
8,0.26,0.28,8.2,72,0.56,202,0.99566,3.12,0.038,10,6
8.8,0.33,0.36,2.1,19,0.98,125,0.99166,2.96,0.034,12.7,6
9.8,0.16,0.46,1.8,23,0.67,130,0.99587,3.04,0.046,9.6,5
6.6,0.23,0.18,8.5,59,0.49,188,0.99558,3.16,0.044,9.5,5
7.9,0.44,0.26,4.45,23,0.52,100,0.99117,3.17,0.033,12.7,6
7.6,0.31,0.27,5.8,23,0.54,109,0.99399,3.34,0.036,11,6
7.5,0.705,0.1,13,44,0.5,214,0.99741,3.1,0.044,9.1,5
7.1,0.21,0.28,2.7,23,0.64,111,0.99405,3.35,0.034,10.2,4
7,0.16,0.26,7.3,30,0.58,220,0.99622,3.38,0.047,10.1,6
8,0.27,0.25,19.1,50,0.5,208,1.00051,3.05,0.045,9.2,6
6.3,0.38,0.17,8.8,50,0.66,212,0.99803,3.47,0.08,9.4,4
7.1,0.21,0.28,2.7,23,0.64,111,0.99405,3.35,0.034,10.2,4
6.2,0.38,0.18,7.4,28,0.71,195,0.99773,3.53,0.095,9.2,4
8.2,0.24,0.3,2.3,23,0.5,106,0.99397,2.98,0.05,10,5
7,0.16,0.26,6.85,30,0.58,220,0.99622,3.38,0.047,10.1,6
7.3,0.815,0.09,11.4,45,0.46,204,0.99713,3.15,0.044,9,5
6.3,0.41,0.16,0.9,25,0.42,98,0.99274,3.16,0.032,9.5,5
6.1,0.36,0.41,19.35,67,0.53,207,1.00118,3.39,0.07,9.1,5
8.1,0.4,0.32,7.9,23,0.46,118,0.99176,3.05,0.031,13.3,7
6.8,0.26,0.43,11.75,53,0.55,198,0.9969,3.26,0.045,9.5,5
6.2,0.44,0.18,7.7,28,0.72,210,0.99771,3.56,0.096,9.2,5
7.2,0.24,0.29,3,17,0.68,117,0.99411,3.36,0.036,10.1,6
6.2,0.44,0.18,7.7,28,0.72,210,0.99771,3.56,0.096,9.2,5
7.2,0.24,0.29,3,17,0.68,117,0.99411,3.36,0.036,10.1,6
7.3,0.22,0.26,1.5,32,0.48,172,0.99194,3.27,0.04,11.2,6
8.1,0.34,0.28,7.5,70,0.55,230,0.99558,3.14,0.04,9.8,6
7.3,0.22,0.26,1.5,32,0.48,172,0.99194,3.27,0.04,11.2,6
8.1,0.34,0.28,7.5,70,0.55,230,0.99558,3.14,0.04,9.8,6
6.4,0.28,0.17,8.3,61,0.46,195,0.99577,3.22,0.042,9.4,5
6.3,0.29,0.14,7.05,50,0.42,177,0.99564,3.23,0.045,9,5
6.4,0.27,0.17,8.4,60,0.47,198,0.99578,3.21,0.044,9.4,5
7.4,0.35,0.2,13.9,63,0.5,229,0.99888,3.11,0.054,8.9,6
8.3,0.28,0.27,17.5,48,0.56,253,1.00014,3.02,0.045,9.1,6
6.4,0.35,0.35,5.6,9,0.5,148,0.99441,3.17,0.034,9.8,4
6.9,0.43,0.28,9.4,29,0.43,183,0.99594,3.17,0.056,9.4,5
8,0.26,0.28,4.8,34,0.5,150,0.99437,3.13,0.05,10,6
6.9,0.43,0.28,9.4,29,0.43,183,0.99594,3.17,0.056,9.4,5
7.3,0.27,0.37,9.7,36,0.75,130,0.9979,3.48,0.042,9.9,6
6.8,0.46,0.26,6.3,49,0.47,159,0.99434,3.14,0.147,10,5
7.2,0.2,0.28,1.6,13,1.06,168,0.99203,3.17,0.028,11.5,6
7.6,0.285,0.32,14.6,32,0.45,201,0.998,3,0.063,9.2,5
6.6,0.32,0.33,2.5,40,0.6,219.5,0.99316,3.15,0.052,10,5
7.6,0.285,0.32,14.6,32,0.45,201,0.998,3,0.063,9.2,5
6.6,0.34,0.34,2.6,40.5,0.61,210,0.99314,3.15,0.051,10,5
6.6,0.32,0.33,2.5,40,0.6,210,0.99316,3.15,0.052,10,5
6.5,0.27,0.26,8.2,21,0.64,133,0.99612,3.43,0.042,9.8,6
6.6,0.26,0.27,1.5,19,0.62,114,0.99295,3.36,0.04,10.5,6
6.7,0.27,0.26,2.3,61,0.63,181,0.99394,3.45,0.043,10.6,6
6.6,0.56,0.15,10,38,0.52,157,0.99642,3.28,0.037,9.4,5
6.6,0.56,0.15,10,38,0.52,157,0.99642,3.28,0.037,9.4,5
7.3,0.19,0.27,1.6,35,0.54,136,0.99248,3.38,0.027,11,7
6.3,0.2,0.26,1.6,36,0.56,141,0.99268,3.53,0.027,10.8,6
7.1,0.29,0.3,16,58,0.67,201,0.99954,3.3,0.036,9,5
7.8,0.32,0.33,10.4,47,0.58,194,0.99692,3.07,0.031,9.6,6
8.1,0.33,0.36,7.4,36,0.54,156,0.99592,3.19,0.037,10.6,6
8.1,0.33,0.36,7.4,36,0.54,156,0.99592,3.19,0.037,10.6,6
7.8,0.32,0.33,10.4,47,0.58,194,0.99692,3.07,0.031,9.6,6
6.6,0.33,0.24,16.05,31,0.52,147,0.99822,3.08,0.045,9.2,5
6.6,0.33,0.24,16.05,31,0.52,147,0.99822,3.08,0.045,9.2,5
8.2,0.26,0.33,2.6,11,0.49,71,0.99402,2.89,0.053,9.5,5
8.3,0.25,0.33,2.5,12,0.48,72,0.99404,2.89,0.053,9.5,5
7,0.26,0.26,10.8,37,0.58,184,0.99787,3.47,0.039,10.3,7
6,0.26,0.15,1.2,35,0.46,124,0.99347,3.08,0.053,8.8,5
7.5,0.28,0.78,12.1,53,0.44,161,0.99838,2.98,0.041,8.7,5
7.5,0.27,0.79,11.95,51,0.44,159,0.99839,2.98,0.04,8.7,5
7,0.28,0.32,1.7,27,0.62,128,0.99375,3.2,0.038,10.2,6
5.2,0.16,0.34,0.8,26,0.51,77,0.99155,3.25,0.029,10.1,6
6.8,0.34,0.1,1.4,29,0.41,118,0.9936,3.21,0.049,9.5,5
7.6,0.25,0.34,1.3,34,0.51,176,0.99434,3.1,0.056,9.5,5
5.6,0.35,0.4,6.3,23,0.5,174,0.9922,3.54,0.022,11.6,7
8.8,0.24,0.23,10.3,12,0.4,97,0.99571,3.13,0.032,10.7,6
6,0.29,0.21,15.55,20,0.54,142,0.99658,3.11,0.043,10.1,6
6.1,0.27,0.31,1.5,17,0.44,83,0.99076,3.32,0.035,11.1,7
7.4,0.56,0.09,1.5,19,0.53,117,0.99496,3.22,0.071,9.8,5
6.8,0.29,0.49,1.4,52,0.49,148,0.9937,3.08,0.142,9,6
6.1,0.27,0.31,1.5,17,0.44,83,0.99076,3.32,0.035,11.1,7
6.3,0.27,0.37,7.9,58,0.48,215,0.99542,3.19,0.047,9.5,6
6.6,0.24,0.3,13,18,0.49,143,0.99825,3.37,0.052,9.4,6
6.8,0.32,0.3,1,22,0.61,113,0.99289,3.24,0.049,10.2,5
6.4,0.37,0.37,4.85,39.5,0.5,216.5,0.99432,3.1,0.041,9.8,6
6.2,0.26,0.37,7.1,54,0.48,201,0.99523,3.19,0.047,9.5,6
6.3,0.27,0.37,7.9,58,0.48,215,0.99542,3.19,0.047,9.5,6
6.4,0.3,0.16,7.5,55,0.49,191,0.9959,3.17,0.05,9,5
8,0.28,0.32,7.6,61,0.55,204,0.99543,3.1,0.045,10.1,6
6.7,0.24,0.32,10.3,37,0.45,122,0.99662,3.02,0.079,8.8,5
7.9,0.27,0.27,1.7,25,0.51,122,0.99088,2.97,0.034,11.9,6
7.9,0.27,0.27,1.7,25,0.51,122,0.99088,2.97,0.034,11.9,6
6.1,0.28,0.24,19.95,32,0.44,174,0.99922,3.19,0.074,9.3,6
7.7,0.39,0.49,7.7,11,0.76,110,0.9966,3.33,0.036,10,6
6,0.2,0.24,5.3,49,0.43,201,0.99466,3.21,0.075,9.5,5
6.1,0.28,0.24,19.95,32,0.44,174,0.99922,3.19,0.074,9.3,6
7.6,0.31,0.23,12.7,20,0.5,139,0.99836,3.16,0.054,9.7,4
7.6,0.31,0.23,12.7,20,0.5,139,0.99836,3.16,0.054,9.7,4
6.3,0.18,0.22,1.5,45,0.48,155,0.99238,3.19,0.043,10.2,5
8.6,0.23,0.25,11.3,13,0.4,96,0.99645,3.11,0.031,10.8,5
6.8,0.21,0.36,18.1,32,0.48,133,1,3.27,0.046,8.8,5
6.8,0.21,0.36,18.1,32,0.48,133,1,3.27,0.046,8.8,5
6.9,0.26,0.31,7,37,0.49,175,0.99376,3.32,0.039,11.4,6
6.8,0.21,0.36,18.1,32,0.48,133,1,3.27,0.046,8.8,5
6.4,0.31,0.4,6.4,39,0.52,191,0.99513,3.14,0.039,9.8,5
8.6,0.34,0.36,1.4,11,0.47,119,0.99556,3.17,0.045,9.4,4
8.6,0.34,0.36,1.4,11,0.47,119,0.99556,3.17,0.045,9.4,4
8.5,0.3,0.28,3.1,54,0.43,174,0.99543,3.21,0.054,9.4,6
7.4,0.4,0.41,14.1,37,0.63,194,0.99886,3.2,0.053,9.4,6
6.6,0.32,0.34,7.7,63,0.48,212,0.99526,3.22,0.044,9.7,6
7.1,0.34,0.31,5.2,36,0.47,140,0.99166,3.35,0.032,12.3,7
6.6,0.26,0.25,11.6,45,0.43,178,0.99691,3.33,0.045,9.8,6
8,0.27,0.57,10.4,18,0.68,134,0.99732,3.12,0.053,9,5
6.2,0.28,0.45,7.5,46,0.46,203,0.99573,3.26,0.045,9.2,6
6.2,0.3,0.49,11.2,68,0.6,215,0.99656,3.19,0.058,9.4,6
5.6,0.175,0.29,0.8,20,0.48,67,0.99112,3.28,0.043,9.9,6
6.9,0.34,0.36,1.4,13,0.52,145,0.99214,3.07,0.032,9.8,5
6.9,0.34,0.3,4.7,34,0.49,148,0.99165,3.36,0.029,12.3,7
7.1,0.12,0.3,3.1,15,0.52,37,0.99004,3.02,0.018,11.9,7
7.1,0.32,0.29,4,33,0.64,170,0.99463,3.27,0.038,10.2,6
7.3,0.51,0.29,11.3,61,0.56,224,0.99683,3.14,0.034,9.5,6
7.1,0.12,0.3,3.1,15,0.52,37,0.99004,3.02,0.018,11.9,7
6.3,0.24,0.55,8.1,67,0.5,216,0.99596,3.24,0.04,9.2,5
7.5,0.41,0.23,14.8,28,0.49,174,0.99898,3.18,0.054,9.7,5
6.5,0.18,0.33,1.4,35,0.6,138,0.99114,3.36,0.029,11.5,7
7.3,0.17,0.24,8.1,32,0.38,162,0.99508,3.17,0.121,10.4,8
8.2,0.2,0.38,3.5,41,0.41,174,0.99306,3.22,0.053,11.6,5
7.5,0.41,0.23,14.8,28,0.49,174,0.99898,3.18,0.054,9.7,5
7.3,0.17,0.24,8.1,32,0.38,162,0.99508,3.17,0.121,10.4,8
6.5,0.18,0.33,1.4,35,0.6,138,0.99114,3.36,0.029,11.5,7
7.3,0.16,0.35,1.5,29,0.51,108,0.99342,3.27,0.036,10.2,6
6.4,0.16,0.37,1.5,27,0.5,109,0.99345,3.38,0.037,9.8,6
6.6,0.42,0.13,12.8,26,0.47,158,0.99772,3.24,0.044,9,5
5.8,0.3,0.12,1.6,57,0.59,163,0.99239,3.38,0.036,10.5,6
6.7,0.54,0.27,7.1,8,0.38,178,0.99502,3.16,0.049,9.4,4
6.7,0.54,0.27,7.1,8,0.38,178,0.99502,3.16,0.049,9.4,4
6.4,0.22,0.3,11.2,53,0.34,149,0.99479,3.21,0.046,10.8,5
6.8,0.23,0.3,1.7,19,0.46,95,0.99207,3.17,0.043,10.7,7
9,0.26,0.34,6.7,21,0.5,162,0.99497,3.08,0.029,10.6,6
6.5,0.23,0.25,17.3,15,0.42,110,0.99828,3.15,0.046,9.2,6
5.9,0.28,0.14,8.6,30,0.44,142,0.99542,3.28,0.032,9.5,6
5.9,0.28,0.14,8.6,30,0.44,142,0.99542,3.28,0.032,9.5,6
6.2,0.27,0.18,1.5,20,0.5,111,0.99228,3.41,0.028,10,5
9,0.29,0.34,12.1,34,0.47,177,0.99706,3.13,0.03,10.6,5
9,0.26,0.34,6.7,21,0.5,162,0.99497,3.08,0.029,10.6,6
8.9,0.27,0.34,10.7,19.5,0.48,166,0.99669,3.13,0.029,10.6,5
6.5,0.23,0.25,17.3,15,0.42,110,0.99828,3.15,0.046,9.2,6
6.9,0.32,0.3,1.8,28,0.48,117,0.99269,3.24,0.036,11,6
7.2,0.22,0.24,1.4,17,0.53,159,0.99196,3.25,0.041,11.2,6
6.7,0.5,0.38,7.5,26,0.54,175,0.99662,3.32,0.046,9.6,5
6.2,0.33,0.14,4.8,27,0.48,128,0.99475,3.21,0.052,9.4,5
6.3,0.26,0.42,7.1,62,0.53,209,0.99544,3.2,0.045,9.5,6
7.5,0.2,0.47,16.9,51,0.62,188,0.99944,3.09,0.052,9.3,5
6.2,0.33,0.14,4.8,27,0.48,128,0.99475,3.21,0.052,9.4,5
6.3,0.26,0.42,7.1,62,0.53,209,0.99544,3.2,0.045,9.5,6
6.6,0.36,0.52,11.3,8,0.46,110,0.9966,3.07,0.046,9.4,5
6.3,0.13,0.42,1.1,63,0.72,146,0.99066,3.13,0.043,11.2,7
6.4,0.15,0.44,1.2,67,0.73,150,0.9907,3.14,0.043,11.2,7
6.3,0.13,0.42,1.1,63,0.72,146,0.99066,3.13,0.043,11.2,7
7.6,0.23,0.64,12.9,54,0.53,170,0.998,3,0.033,8.8,5
6.4,0.15,0.44,1.2,67,0.73,150,0.9907,3.14,0.043,11.2,7
6.3,0.13,0.42,1.1,63,0.72,146,0.99066,3.13,0.043,11.2,7
5.7,0.255,0.65,1.2,17,0.42,137,0.99307,3.2,0.079,9.4,5
6.9,0.32,0.26,2.3,11,0.42,103,0.99106,3.06,0.03,11.1,6
6.9,0.28,0.22,10,36,0.46,131,0.99696,3.08,0.052,9.6,5
6.9,0.32,0.26,2.3,11,0.42,103,0.99106,3.06,0.03,11.1,6
5.7,0.255,0.65,1.2,17,0.42,137,0.99307,3.2,0.079,9.4,5
6.6,0.41,0.16,1.4,28,0.45,160,0.99167,2.95,0.037,10.6,6
7.3,0.37,0.16,14.9,59,0.45,240,0.99902,3.13,0.048,8.9,5
6.9,0.21,0.24,1.8,17,0.46,80,0.98992,3.15,0.021,12.3,7
6.6,0.24,0.28,1.8,39,0.46,132,0.99182,3.34,0.028,11.4,5
6.8,0.28,0.36,7,60,0.49,207,0.99556,3.16,0.043,9.6,6
6.6,0.24,0.24,8.6,25,0.59,135,0.99582,3.33,0.034,10.3,6
6.6,0.24,0.28,1.8,39,0.46,132,0.99182,3.34,0.028,11.4,5
7,0.16,0.32,1.1,29,0.36,80,0.98972,3.23,0.032,12.1,6
7,0.14,0.28,1.3,10,0.45,56,0.99352,3.46,0.026,9.9,5
6.3,0.34,0.36,4.9,31,0.49,185,0.9946,3.15,0.035,9.7,5
6.8,0.26,0.24,1.9,70,0.52,154,0.99273,3.18,0.043,10.5,5
6.7,0.17,0.42,10.4,85,0.44,182,0.99628,3.04,0.038,8.9,6
6.5,0.27,0.4,10,74,0.5,227,0.99582,3.18,0.039,9.4,5
6.7,0.25,0.36,8.6,63,0.5,206,0.99553,3.18,0.037,9.6,5
5.8,0.3,0.27,1.7,45,0.56,104,0.98914,3.4,0.014,12.6,7
6.4,0.28,0.56,1.7,49,0.37,106,0.99354,3.1,0.156,9.2,6
7.7,0.3,0.26,18.95,36,0.5,174,0.99976,3.2,0.053,10.4,5
6.8,0.18,0.3,12.8,19,0.52,171,0.99808,3,0.062,9,7
6.8,0.18,0.3,12.8,19,0.52,171,0.99808,3,0.062,9,7
6.8,0.18,0.3,12.8,19,0.52,171,0.99808,3,0.062,9,7
6.8,0.18,0.3,12.8,19,0.52,171,0.99808,3,0.062,9,7
6.8,0.18,0.3,12.8,19,0.52,171,0.99808,3,0.062,9,7
6.8,0.18,0.3,12.8,19,0.52,171,0.99808,3,0.062,9,7
5.1,0.14,0.25,0.7,15,0.43,89,0.9919,3.22,0.039,9.2,6
6.8,0.18,0.3,12.8,19,0.52,171,0.99808,3,0.062,9,7
7.2,0.615,0.1,1.4,25,0.48,154,0.99499,3.2,0.068,9.7,4
6.9,0.13,0.28,13.3,47,0.42,132,0.99655,3.34,0.05,10.1,6
6.7,0.34,0.3,8.5,24,0.64,152,0.99615,3.46,0.059,11,7
7.3,0.32,0.29,1.5,32,0.55,144,0.99296,3.2,0.038,10.8,5
6.3,0.21,0.29,11.7,49,0.38,147,0.99482,3.22,0.048,10.8,5
5.4,0.5,0.13,5,12,0.88,107,0.99079,3.48,0.028,13.5,7
8.2,0.52,0.34,1.2,18,0.39,167,0.99366,3.24,0.042,10.6,5
7.8,0.28,0.31,2.1,28,0.64,208,0.99434,3.23,0.046,9.8,5
6.4,0.22,0.34,1.4,56,0.7,115,0.98958,3.18,0.023,11.7,6
7.8,0.28,0.31,2.1,28,0.64,208,0.99434,3.23,0.046,9.8,5
6.9,0.32,0.27,16,58,0.6,185,0.99938,3.34,0.034,9,6
6.8,0.11,0.42,1.1,51,0.74,132,0.99059,3.18,0.042,11.3,7
6.2,0.26,0.32,15.3,64,0.61,185,0.99835,3.31,0.031,9.4,5
6.4,0.22,0.34,1.4,56,0.7,115,0.98958,3.18,0.023,11.7,6
6.7,0.3,0.29,2.8,37,0.63,107,0.99159,3.31,0.025,11.3,7
6.7,0.3,0.29,2.8,37,0.63,107,0.99159,3.31,0.025,11.3,7
7.1,0.2,0.3,0.9,4,0.36,28,0.98931,3.2,0.019,12,6
7.2,0.2,0.36,2.5,22,0.49,157,0.9938,3.48,0.028,10.6,6
8.9,0.26,0.33,8.1,47,0.46,202,0.99558,3.13,0.024,10.8,6
7.5,0.25,0.32,8.2,53,0.46,209,0.99563,3.12,0.024,10.8,6
7.1,0.2,0.3,0.9,4,0.36,28,0.98931,3.2,0.019,12,6
6.3,0.27,0.46,11.1,44,0.67,177,0.99691,3.18,0.053,9.4,5
6.5,0.3,0.39,7.8,61,0.5,219,0.9959,3.19,0.038,9.4,5
6.7,0.3,0.29,2.8,37,0.63,107,0.99159,3.31,0.025,11.3,7
6.6,0.36,0.52,10.1,29,0.4,140,0.99628,3.07,0.05,9.4,5
6.15,0.21,0.37,3.2,20,0.47,80,0.99076,3.39,0.021,12,5
6.5,0.18,0.41,14.2,47,0.72,129,0.99678,3.28,0.039,10.3,7
6.5,0.18,0.41,14.2,47,0.72,129,0.99678,3.28,0.039,10.3,7
6.5,0.18,0.41,14.2,47,0.72,129,0.99678,3.28,0.039,10.3,7
6.6,0.26,0.21,2.9,48,0.38,126,0.99089,3.22,0.026,11.3,7
6.6,0.35,0.35,6,31,0.47,150,0.99537,3.1,0.063,9.4,6
6.5,0.28,0.28,20.4,40,0.38,144,1.0002,3.14,0.041,8.7,5
6.6,0.36,0.52,10.1,29,0.4,140,0.99628,3.07,0.05,9.4,5
6.6,0.26,0.21,2.9,48,0.38,126,0.99089,3.22,0.026,11.3,7
6.5,0.18,0.41,14.2,47,0.72,129,0.99678,3.28,0.039,10.3,7
6.15,0.21,0.37,3.2,20,0.47,80,0.99076,3.39,0.021,12,5
4.5,0.19,0.21,0.95,89,0.42,159,0.99332,3.34,0.033,8,5
8,0.24,0.26,1.7,36,0.51,136,0.99316,3.44,0.033,10.4,7
7.8,0.17,0.23,1.7,39,0.41,128,0.99272,3.37,0.029,10.7,7
7,0.24,0.24,9,42,0.46,219,0.99636,3.47,0.03,10.2,6
5.8,0.6,0,1.3,72,0.43,197,0.99202,3.56,0.044,10.9,5
5.9,0.445,0.26,1.4,23,0.36,109,0.99148,3.3,0.027,10.5,6
6.7,0.28,0.28,2.4,36,0.39,100,0.99064,3.26,0.012,11.7,7
6.8,0.44,0.2,16,61,0.45,186,0.99884,3.13,0.065,8.6,5
7.2,0.24,0.27,11.4,40,0.44,174,0.99773,3.2,0.034,9,5
8.7,0.31,0.73,14.35,27,0.88,191,1.00013,2.96,0.044,8.7,5
8.2,0.32,0.26,2.1,26,0.47,87,0.98974,3.1,0.062,12.8,6
7.2,0.24,0.27,11.4,40,0.44,174,0.99773,3.2,0.034,9,5
8.7,0.31,0.73,14.35,27,0.88,191,1.00013,2.96,0.044,8.7,5
7.5,0.13,0.38,1.1,42,0.53,104,0.99112,3.28,0.023,11.8,6
9.2,0.14,0.37,1.1,36,0.55,84,0.99136,3.05,0.034,11.6,6
7.4,0.2,0.37,1.2,28,0.61,89,0.99132,3.14,0.028,11.8,6
6.1,0.15,0.35,15.8,55,0.37,158,0.99642,3.24,0.042,10.6,5
7.6,0.23,0.4,5.2,14,0.8,91,0.99488,3.17,0.066,9.7,5
8.1,0.33,0.22,5.2,24,0.47,151,0.99527,3.22,0.047,10.3,5
7.15,0.17,0.24,9.6,56,0.44,178,0.99578,3.15,0.119,10.2,6
6.7,0.12,0.3,5.2,38,0.44,113,0.99352,3.33,0.048,10.1,7
5.7,0.18,0.36,1.2,9,0.68,71,0.99199,3.7,0.046,10.9,7
5.8,0.15,0.28,0.8,43,0.51,127,0.99198,3.24,0.037,9.3,5
6.6,0.23,0.29,14.45,29,0.54,144,0.99756,3.33,0.057,10.2,6
7.15,0.17,0.24,9.6,56,0.44,178,0.99578,3.15,0.119,10.2,6
7,0.34,0.39,6.9,43,0.53,162,0.99561,3.11,0.066,9.5,5
6.4,0.68,0.26,3.4,25,0.4,146,0.99347,3.18,0.069,9.3,5
7.3,0.22,0.31,2.3,45,0.34,80,0.98936,3.06,0.018,12.9,7
6.4,0.28,0.27,11,45,0.46,148,0.99786,3.14,0.042,8.7,5
6.9,0.4,0.22,5.95,76,0.57,303,0.99705,3.4,0.081,9.4,5
6.8,0.19,0.23,5.1,71,0.69,204,0.9942,3.23,0.034,10.1,5
7.1,0.23,0.24,5.4,60,0.78,196,0.9948,3.19,0.039,10,4
6.45,0.14,0.42,1.2,51,0.69,129,0.99116,3.27,0.05,11.1,7
6.5,0.15,0.44,12.6,65,0.7,158,0.99688,3.26,0.052,10.3,7
7.1,0.15,0.34,1,27,0.41,73,0.98974,3.24,0.033,12.2,6
6.7,0.33,0.34,6.6,35,0.48,156,0.99542,3.11,0.067,9.3,6
7.2,0.3,0.26,1.5,46,0.56,178,0.99154,3.19,0.041,11.3,6
7,0.23,0.33,1,46,0.65,110,0.99118,3.04,0.043,10.8,6
8,0.13,0.25,1.1,15,0.39,86,0.99044,2.98,0.033,11.2,8
6.2,0.21,0.34,6.6,36,0.45,91,0.9914,3.32,0.03,12.5,7
8.3,0.4,0.41,8.2,15,0.49,122,0.9979,3.39,0.05,9.3,5
5.9,0.34,0.31,2,38,0.41,142,0.98892,3.4,0.03,12.9,7
6.6,0.12,0.25,1.4,21,0.45,131,0.99114,3.2,0.039,11.2,7
9.6,0.655,0.21,2,21,1,120,0.99188,3,0.039,12.6,6
6.8,0.26,0.4,7.5,45,0.49,179,0.99583,3.2,0.046,9.3,5
5.9,0.34,0.31,2,38,0.41,142,0.98892,3.4,0.03,12.9,7
5.9,0.3,0.3,2,38,0.41,142,0.98892,3.41,0.03,12.9,7
7,0.15,0.3,13.3,46,0.36,120,0.99704,3.2,0.049,9.5,7
7.9,0.37,0.31,2.85,5,0.36,24,0.9911,3.19,0.037,11.9,6
7.2,0.35,0.25,5.6,23,0.66,120,0.99334,2.93,0.032,10.3,7
7.2,0.32,0.24,5.6,23,0.66,120,0.99334,2.92,0.033,10.3,7
7.6,0.1,0.33,1,33,0.68,93,0.99094,3.06,0.031,11.2,6
6.2,0.25,0.31,3.2,32,0.31,150,0.99014,3.18,0.03,12,6
7.1,0.31,0.17,1,21,0.4,144,0.99304,3.13,0.042,9.6,5
7.6,0.18,0.28,7.1,29,0.42,110,0.99652,3.2,0.041,9.2,6
8,0.17,0.29,2.4,52,0.33,119,0.98944,3.03,0.029,12.9,6
7.2,0.19,0.27,11.2,46,0.59,149,0.99772,2.99,0.061,9.3,6
7.6,0.32,0.25,9.5,15,0.44,136,0.99367,3.1,0.03,12.1,6
7.1,0.31,0.17,1,21,0.4,144,0.99304,3.13,0.042,9.6,5
6.6,0.21,0.29,1.8,35,0.48,128,0.99183,3.37,0.026,11.2,6
7,0.16,0.36,2.6,28,0.37,98,0.99126,3.11,0.029,11.2,7
8,0.17,0.29,2.4,52,0.33,119,0.98944,3.03,0.029,12.9,6
6.6,0.24,0.38,8,56,0.46,187,0.99577,3.21,0.042,9.2,5
7.2,0.19,0.27,11.2,46,0.59,149,0.99772,2.99,0.061,9.3,6
7.6,0.18,0.28,7.1,29,0.42,110,0.99652,3.2,0.041,9.2,6
6.9,0.3,0.25,3.3,26,0.5,124,0.99428,3.18,0.041,9.3,6
6.2,0.28,0.27,10.3,26,0.36,108,0.99388,3.2,0.03,10.7,6
6.9,0.31,0.32,1.2,20,0.54,166,0.99208,3.05,0.024,9.8,6
6.7,0.23,0.25,1.6,28,0.54,143,0.99256,3.3,0.036,10.3,6
6.2,0.28,0.27,10.3,26,0.36,108,0.99388,3.2,0.03,10.7,6
5.7,0.23,0.28,9.65,26,0.38,121,0.9925,3.28,0.025,11.3,6
6.5,0.22,0.5,16.4,36,0.49,182,0.99904,3.02,0.048,8.8,6
7,0.18,0.37,1.5,16,0.5,104,0.99216,3.18,0.043,10.8,5
6.9,0.31,0.32,1.2,20,0.54,166,0.99208,3.05,0.024,9.8,6
6.9,0.3,0.25,3.3,26,0.5,124,0.99428,3.18,0.041,9.3,6
6.5,0.46,0.31,5,15,0.6,72,0.99165,3.26,0.027,11.5,7
6.5,0.23,0.36,16.3,43,0.41,133,0.99924,3.26,0.038,8.8,5
6.5,0.23,0.36,16.3,43,0.41,133,0.99924,3.26,0.038,8.8,5
6.5,0.23,0.36,16.3,43,0.41,133,0.99924,3.26,0.038,8.8,5
6.6,0.26,0.38,6.5,68,0.38,201,0.9956,3.19,0.17,9.4,6
6.7,0.26,0.39,6.4,64,0.38,200,0.99562,3.19,0.171,9.4,6
7.5,0.28,0.39,10.2,59,0.63,209,0.9972,3.16,0.045,9.6,6
6.5,0.23,0.36,16.3,43,0.41,133,0.99924,3.26,0.038,8.8,5
